1,云南 特色产业 园区 周边 土壤 中多环 芳烃 源 分析 健康 风险 评价,健康 风险 评价 方法 土壤 PAHs 致癌 风险 非 致癌 风险 分析表明 云南 特色产业 园区 土壤 PAHs 不会 周边 居民 造成 非 致癌 风险 ; 土壤 PAHs 均 会 儿童 造成 致癌 风险 部分 采样 点 会 成人 造成 一定 致癌 风险
0,基于 视觉识别 机器人 音频 多模态 情感 识别系统 设计,软件设计 上 构建 情感分类 语料库 提取 基音 频率 短时 能量 零率 频率 倒谱 系数 音频 多模态 情感 特征 基于 视觉识别 优化 情感 识别 算法 路径
1,南沙 区蕉门 水道 总 磷 污染 现状 分析 防治 措施 建议,蕉 门 水道 蕉 门 断面 水质 历史 现状 进行 分析 确定 总 磷 污染 来源 提出 相关措施 建议 蕉 门 水道 总 磷 污染 防控 提供 技术 支撑 决策依据
0,基于 视觉识别 机器人 音频 多模态 情感 识别系统 设计,实验 可知 基于 八种 情感 模式 音频 情感 识别 测试 设计 情感 识别系统 拥有 77.8 准确率 常规 三种 系统 得到 情感 识别 准确率 分别 66.7 72.2 61.1
1,博物馆 儿童 情境 互动 体验 设计 研究,此基础 上 分析 归纳 出 博物馆 儿童 情境 互动 体验 周期 四个 阶段 接触 成就 反思 拓展 提出 儿童 参观 群体 分为 社交互动 型 探究 学习型 兴趣 培养 型和 文化 感受 型 四种 不同 体验 需求 偏好 提出 相应 设计 策略
0,基于 鲸鱼 优化 深度学习 不平衡 大数据 分类算法,算法 特征选择 预处理 分类 3 阶段 组成 （ 1 ） 提高 分类 精度 使用 鲸鱼 优化算法 （ whale optimization algorithm WOA ） 不 平衡数据 寻找 最优 特征 子集 消除 不相关 多余 特征 ; （ 2 ） 采用 局部敏感哈希 合成 少数类 采样 技术 （ locality sensitive hashing synthetic minority oversampling technique LSH SMOT ） 数据集 进行 预处理 解决 类 不平衡 问题 ; （ 3 ） 使用 基于 WO A算法 优化 双向 递归 神经网络 （ bidirectional recurrent neural networks BRNN ） 预处理 后 数据集 进行分类
1,基于 3D打印 模型试验 含 结构面 异形 隧洞 变形 破坏 研究,结果表明 3D打印 路径 隧洞 模型 破坏 模式 影响 小 采用 3D打印 增减 材 方法 制备 结构面 控制 作用 隧洞 模型 具有 有效性 可行性 ； 含 软弱 填充物 非 贯通 结构面 导致 围岩 应力 两侧 岩柱 卸荷 客观 上 保护 洞室 提高 隧洞 安全性 ； 结构面 尖端 距 隧洞 远 时 模型 表现 贯通 裂纹 造成 岩柱 失稳 破坏 结构面 尖端 位于 隧洞 附近 时 模型 表现 洞顶 块体 分离 破坏 ； 隧洞 交叉 段扩 挖 后 形成 异形 隧洞 常规 隧洞 破坏 机制 不同 拱 结构 效应 明显 减弱
0,视 立体 网格 城市 建筑物 三维建模,采用 基于 征集 随机森林 分类 方法 大 范围 场景 进行 分割 采用 假设 选择 建模 策略 多种 建筑物 进行 三维建模
1,基于 CHBL P2P 视频监控 网络 分层 管理机制,文中 提出 一种 基于 有限 负载 一致性哈希 P2P 视频监控 网络 分层 管理机制
0,视 立体 网格 城市 建筑物 三维建模,算法 视点 立体视觉 系统生成 曲面 网格 输入 输出 具有 不同 细节层次 简化 三维模型
1,基于 CHBL P2P 视频监控 网络 分层 管理机制,仿真 结果表明 相比 基于 DHT P2P 网络 提 管理机制 有效 改善 网络 负载均衡 性 降低 网络 整体 响应 时延
0,视 立体 网格 城市 建筑物 三维建模,实验 表明 方法 多种 外观 建筑物 进行 不同 细节层次 建模 模型 外观 简洁 规整 并能 一定 程度 上 弥补 原始数据 噪声 遮挡 问题
1,基于 ESP8266 中长跑 自动计时器 系统设计,实现 中长跑 自动 计时 提出 基于 ESP8266 中长跑 自动计时器 系统设计 方法
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,了解 大庆 龙凤 湿地 浮游植物 功能 类群 时空 分布 特征 2019 年 春 夏 秋 三季 大庆 龙凤 湿地 浮游植物 进行 采样分析
1,基于 ESP8266 中长跑 自动计时器 系统设计,测试 结果表明 设计 中长跑 自动计时器 系统 输出 稳定性 好 计时 准确 可靠 系统 能量消耗 小 提高 中长跑 计时 智能性 自动化 水平
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,2019 年 春 夏 秋 三季 大庆 龙凤 湿地 共 鉴定 出 浮游植物 200 分类单位 隶属于 7 门 10 纲 18 目 35 科 75 属
1,基于 KANO 模型 家庭 医疗废物 处理装置 设计 研究,用户 研究 方法 用户需求 进行 收集 Kano 模型 熵 法 运用 需求分析 设计 全过程 得到 需求 功能 重要 度 排序 表 以此 设计 最终 装置
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,绿藻门 （ 41.5 ） 硅藻门 （ 30 ） 为主 蓝藻门 （ 12.5 ） 裸藻门 （ 12 ） 隐藻门 甲藻门 金藻门 所占比例 低 （ 4 ）
1,基于 形状 文法 电动汽车 设计 研究,短时间内 产生 大量 符合 设计要求 技术 要求 设计方案 提出 形状 文法 应用 电动汽车 形态 设计 研究 方法
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,大庆 龙凤 湿地 浮游植物 组成 呈现出 明显 季节 变化规律 浮游植物 丰度 夏季 < 春季 < 秋季 ； 湿地 浮游植物 共 划分 22 功能群 15 代表性 功能 类群
1,基于 情感 设计 三 层次 户外 建筑 投影 广告 研究,利用 文献 分析法 案例 分析法 消费者 调研 分析法 把握 户外 建筑 投影 广告 发展 现状 总结 户外 建筑 投影 广告设计 本身 广告 建筑 结构中 存在 缺乏 吸引力 记忆 点 问题 情感化 设计 角度 总结 解决方法
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,双 因素 方差分析 表明 代表性 功能 类群 季节 间 演替 明显 （ P < 0.05 ） 群落 构成 差异 显著 （ P < 0.05 ）
1,基于 情感 设计 三 层次 户外 建筑 投影 广告 研究,用户 角度 出发 情感化 设计 三 层次 得出 设计 方法 发展 提供 一个 新 方向 提升 广告界 竞争力
0,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,SIMPER 分析表明 5 代表性 功能群 引起 龙凤 湿地 季节 浮游植物群落 结构差异 主要 贡献 类群
1,基于 文献 资源 Re Os 同位素 定 年 数据库 建设 研究,本文 采用 GIS 空间数据库 构建 技术路线 数据库 建设 思路 数据 整合 加工 方法 数据 建库 多个 维度 系统性 数据库 建设 方法 进行 研究
0,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,目 基于 整合 药理学 分子 对接 技术 预测 大黄 防治 前列腺癌 可能 质量 标志物
1,基于 深度学习 机器视觉 源数据 感知 技术研究,为此 机器视觉 技术 深度学习 算法 有机 结合 形成 一种 高性能 源数据 感知 方法 采集 高精度 机械臂 位姿 数据
0,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,中医药 整合 药理学 研究 平台 V2 .0 （ TCMIP V2 .0 ） 大黄 化学 信息 进行 靶标 预测 前列腺癌 疾病 靶标 信息 进行 蛋白 互作 （ PPI ） 网络 构建 开展 药物 干预 疾病 关键 靶标 富集 分析
1,基于 深度学习 中心 回线 瞬变 电磁 全区 视电阻率 计算,深度学习 人工神经网络 算法 扩展 复杂 函数 很好 逼近 能力 本文 引入 用于 瞬变 电磁 视电阻率 计算
0,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,此基础 上 利用 大黄 化学成分 关键 靶标 疾病 通路 多维 网络 绘制 中药 成分 靶标 通路 疾病 网络图 解析 获得 作用 关键 靶标 主要成分 依据 中药 质量 标志物 （ Q marker ） 五 原则 结合 已知 相关 文献 大黄 防治 前列腺癌 质量 标志物 进行 预测分析
1,基于 深度学习 云计算 虚拟机 分类算法,本文 提出 一种 基于 深度学习 虚拟机 分类算法 云计算平台 虚拟机 行为 进行 分析 具有 相似 行为 虚拟机 进行分类 同类 虚拟机 部署 尽可能少 服务器 上 降低 基础设施 成本 提升 云计算 数据中心 监控 管理 可扩展性
0,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,最后 应用 AutoDock Vina 分子 对接 软件 候选 成分 关键 靶点 进行 分子 对接 计算 验证
1,基于 深度学习 云计算 虚拟机 分类算法,采用 真实 云 数据中心 虚拟机 数据 本文 算法 同类 算法 进行 对比 实验 结果表明 本文 算法 准确率 更 高 实时性 更好 满足 云计算平台 要求
0,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,筛选 得到 大黄 防治 前列腺癌 活性 成分 14 关键 核心 靶标 21 涉及 11 条 信号 通路 分子 对接 表明 雄 激素受体 （ AR ） 大黄 蒽醌类 8 均 入 最佳 药物 油水 分配系数 范围 成分 较好 结合性
1,基于 深度学习 智能 分类 垃圾桶,论文 改进 垃圾 图像识别 技术 提出 一种 基于 深度学习 智能 分类 垃圾桶
0,嫩江 下游 洪水 演进 洪泛区 植被 影响 分析,揭示 嫩江 下游 洪水 演进 规律 洪泛区 植被 影响 利用 MIKE FLOOD 建立 嫩江 江桥 大 赉 河段 二维 水 动力 耦合 模型 选取 1998 年 2013 年 汛期 实测 资料 河段 糙率 进行 率定 验证 模拟 典型 河段 4 种 不同 重现期 洪水 演进 过程
1,基于 深度学习 智能 分类 垃圾桶,论文 设计 Y 字型 物理模型 运用 LeNet 5 深度学习 模型 集成 舵机 超声波 蓝牙 模块 最终 实现 精准 识别 垃圾 种类 自动化 分类 垃圾 满桶 提醒 蓝牙 传输 功能
0,嫩江 下游 洪水 演进 洪泛区 植被 影响 分析,此基础 上 基于 2000 2019 年 MODIS 卫星 MOD13Q1 数据集 获取 不同 洪水 频率 淹没 范围 内 植被指数 （ NDVI EVI ） 评估 嫩江 下游 不同 重现期 洪水 扰动 植被 影响
1,基于 深度学习 智能 分类 垃圾桶,实验 表明 论文 设计 基于 深度学习 智能 分类 垃圾桶 具有 较好 智能性 提高 垃圾 分类 准确率 效率 方便 群众 垃圾 分类
0,嫩江 下游 洪水 演进 洪泛区 植被 影响 分析,研究成果 嫩江 流域 防洪 决策 河流 生态 治理 提供 基础 数据 技术 支撑
1,基于 深度学习 混沌 加密 灰度图像 重建 方法,提出 一种 深度学习 攻击 Lorenz 混沌 加密 系统 灰度图像 重建 方法 残差 网络 实现 一系列 明文 密文 数据集 进行 训练 拟合 出 密文 明文 过程 训练 好 网络应用 独立 训练 集 密文 上 恢复 出与 明文 非常 接近 图像
0,朔 黄 铁路 机车 调度 系统设计,朔 黄 铁路 国家 能源 集团 连通 煤源 单位 港口 重要 煤运 重载 铁路 运量 大 运距 长
1,基于 深度学习 物联网 动态 数据完整性 检测 方法,受到 物联网 动态 采集 数据质量 影响 导致 传统 动态 数据完整性 检测 方法 存在 检测 精度 低 问题 为此 提出 基于 深度学习 物联网 动态 数据完整性 检测 方法
0,朔 黄 铁路 机车 调度 系统设计,动力 保障 机车 调度 朔 黄 铁路 运输 效益 安全 至关重要
1,基于 深度学习 物联网 动态 数据完整性 检测 方法,传统方法 对比 实验 得出结论 深度学习 算法 应用 数据完整性 检测 误差 降低 约 0.55 时间 开销 方面 更加 具有 优势
0,朔 黄 铁路 机车 调度 系统设计,现有 机车 调度 系统 存在 系统 设备 繁多 功能 不 全面 信息 不 共享 问题 影响 运输 组织 作业
1,基于 深度学习 虚拟 稽查 AI 机器人 控制系统 研究,提高 电力 网络 巡检 能力 采用 虚拟 稽查 AI 机器人 实现 电力 网络 巡检 控制 提出 基于 深度学习 虚拟 稽查 AI 机器人 控制系统
0,朔 黄 铁路 机车 调度 系统设计,机车 调度 系统 针对 朔 黄 铁路 机务 特点 定制 研发 一个 机车 调度 信息 平台
1,基于 深度学习 虚拟 稽查 AI 机器人 控制系统 研究,仿真 结果表明 采用 方法 进行 虚拟 稽查 AI 机器人 控制 稳定性 高 输出 鲁棒性 好
0,浅谈 蛋白 免疫 印迹 操作 相关 问题 应对 举措,蛋白 免疫 印迹 蛋白 分离 检验 识别 技术 生物化学 分子生物学 使用频率 高 稳定 可靠 一种 实验 方法
1,基于 源 网 荷 统一 链式 电路 交流 电气化铁路 动态 潮流 计算,降低 计算机 仿真 耗时 基本型 模型 基础 上 提出 相应 改进型 模型 求解 方法
0,浅谈 蛋白 免疫 印迹 操作 相关 问题 应对 举措,一种 经典 检测 方法 物美价廉 颇受 科研工作 重视 实验 过程 操作 不规范 误差 不能 掌控 都 影响 实验结果
1,基于 源 网 荷 统一 链式 电路 交流 电气化铁路 动态 潮流 计算,结果表明 基本型 改进型 计算精度 一致 改进型 仿真 耗时 更 少 ； 进行 源 网 荷 潮流 计算 具有 必要性 尤其 电网 薄弱 地区 表明 功率 源 迭代 模型 电流源 迭代 模型 应用场景 更 广
0,深度学习 南川 页岩 气 含 气量 预测 应用,含 气量 评价 页岩 气 能否 富集 高产 主要参数 含 气量 越 高越 有利于 页岩 气井 获得 高产
1,基于 联觉 理论 盲童 玩具 设计 研究,本文 联觉 理论 理论基础 界定 联觉 理论 内涵 形成 游戏化 学习 形式 联觉 培养 手段 盲童 认知 能力 训练 目标 感官 代偿 能力 培养 拓展 延伸 多层次 立体化 盲童 玩具 设计理念 方法
0,深度学习 南川 页岩 气 含 气量 预测 应用,传统 含 气量 地震预测 方法 基于 单 属性 属性 线性 拟合 简单 神经网络 精度 低
1,基于 视觉识别 机器人 音频 多模态 情感 识别系统 设计,情感 识别系统 人机交互 核心 功能 常规 机器人 音频 情感 识别系统 提取 情感 特征 时易 产生 误差 导致 情感 识别 准确度 通常 低 基于 视觉识别 设计 机器人 音频 多模态 情感 识别系统
0,深水 钻井 钻遇 水合物 地层 井壁 稳定性 研究,深水 浅部 地层 钻井 过程 中易 钻遇 天然气水合物 易 分解 特性 水合物 层 钻井 过程 极易 出现 井壁 失稳
1,基于 视觉识别 机器人 音频 多模态 情感 识别系统 设计,系统设计 得到 准确度 更 高 识别 拥有 常规 系统 更好 情感 识别 能力
0,深水 钻井 钻遇 水合物 地层 井壁 稳定性 研究,本文 Abaqus 有限元 软件 建立 考虑 水合物 分解 多场 耦合 井壁 稳定 模型 分析 钻井 时间 钻井液 温度 海水 深度 井壁 稳定 影响
1,基于 鲸鱼 优化 深度学习 不平衡 大数据 分类算法,针对 当前 不 平衡数据 分类算法 存在 分类 精度 低 容易 陷入 局部 最优 状态 问题 提出 一种 基于 鲸鱼 优化 深度学习 不平衡 大数据 分类算法
0,深水 钻井 钻遇 水合物 地层 井壁 稳定性 研究,结果表明 钻井工程 扰动 会 导致 水合物 分解 造成 地层 强度 降低 增加 井周 塑性 屈服 区域 引发 井壁 失稳 ; 井眼 钻开 时间 增加 这种 不稳定性 会 进一步 增大 ; 井壁 不 稳定程度 钻井液 温度 增加 非线性 增加
1,基于 鲸鱼 优化 深度学习 不平衡 大数据 分类算法,实验 结果表明 本文 算法 能够 有效 解决 不 平衡数据 集 分类 问题 相比 算法 本文 算法 分类 精度 局部 最优 避免 率 方面 具有 明显 优势
0,深水 钻井 钻遇 水合物 地层 井壁 稳定性 研究,井底 压差 一定 时 海水 深度 越 小 井眼 周围 地层 井壁 不稳定性 越 大
1,视 立体 网格 城市 建筑物 三维建模,针对 城市 建筑 通常 平面 屋顶 垂直 墙体 连接 成 分段 平面 对象 该文 提出 一个 大规模 城市 建筑物 有效 建模 框架 框架 两个 主要 步骤 分类 建模
0,煤粒 瓦斯 定压 吸附 数学模型 数值解 算,研究 瓦斯 煤粒 流动 机理 开展 4 组 不同 初始 压力 下 煤粒 瓦斯 定压 吸附 实验 提取 累计 瓦斯 吸附量 时间 变化 实验 数据
1,大庆 龙凤 湿地 浮游植物 功能 类群 季节变化 驱动 因子,功能 类群 9 水 环境变量 冗余 分析 探索 环境变量 功能 类群 季节变化 关系 结果表明 电导率 水温 驱动 龙凤 湿地 浮游植物 功能 类群 季节变化 主要 环境因子
0,煤粒 瓦斯 定压 吸附 数学模型 数值解 算,基于 压力梯度 驱动 达西 理论 游离 瓦斯 密度梯度 驱动 新 扩散 模型 建立 2 种 煤粒 瓦斯 定压 吸附 数学模型 利用 有限差分法 数学模型 进行 数值解 算 得到 煤粒 内部 累计 吸附量 模拟 数据
1,大黄 防治 前列腺癌 质量 标志物 研究 分子 对接 验证,整合 药理学 V2 .0 平台 前期 文献 研究 基础 上 分析 获得 大黄 防治 前列腺癌 可能 质量 标志物 大黄 蒽醌类 化合物 具体 成分 包括 大黄素 大黄酸 大黄酚 芦荟大黄素 大黄素甲醚 药物 疾病 共同 靶标 AR 产生 药理作用
0,牡蛎壳 粉 水体 中镉 离子 吸附 特性 研究,废弃 牡蛎壳 高温 活化处理 制备 出 一种 新型 高效 吸附材料 考察 不同 条件 下该 吸附材料 重金属 污染 水体 Cd2 离子 清除率
1,嫩江 下游 洪水 演进 洪泛区 植被 影响 分析,结果表明 模型 率 定期 验证 期 模拟 效果 符合 甲级 预报 精度 模型模拟 精度 高 ; 不同 重现 期内 植被指数 具有 较强 季节 变化规律 洪水 植被 具有 明显 破坏 作用 这种 破坏 作用 嫩江 流域 周期性 相对 短 表明 地区 植被 可恢复性 强 ; 受 洪水 频繁 淹没 程度 影响 不同 重现期 植被指数 符合 中度 干扰 假说
0,牡蛎壳 粉 水体 中镉 离子 吸附 特性 研究,分别 设定 不同 牡蛎壳 粉 焙烧温度 焙烧时间 添加量 溶液体积 吸附 温度 吸附 时间 探讨 牡蛎壳 粉 含有 Cd2 重金属 水体 清除率 影响
1,朔 黄 铁路 机车 调度 系统设计,系统 采用 中心 站 段 两层 架构 统一 信息 平台 取代 数据 平台 实现 包括 联运 单位 在内 所有 管辖 范围 内 机车 均衡 运用 优化 朔 黄 铁路 机车 管理 流程 提高 机车 运用 效率 保障 运输 作业 高效 完成
0,甬 优 系列 籼粳 杂交稻 米 挥发性 风味 成分 分析,明确 甬 优 系列 籼粳 杂交稻 米 风味 品质 特性 常规 籼 粳稻 米 对照 采用 气 相色谱 离子 迁移 谱 联用 （ GC IMS ） 技术 分析 8 种 主推 甬 优 系列 籼粳 杂交稻 米 挥发性 风味 成分
1,浅谈 蛋白 免疫 印迹 操作 相关 问题 应对 举措,本文 重点 介绍 实验 过程 一些 操作经验 心得体会 以期 能够 提高 蛋白 免疫 印迹 实验 成功率
0,甬 优 系列 籼粳 杂交稻 米 挥发性 风味 成分 分析,共 鉴定 出 49 种 风味 成分 包括 9 种 醇类 6 种 酯类 7 种 酮类 26 种 醛类 1 种 杂环 类物质 ； 比较 品种 大米 挥发性 风味 成分 指纹图谱 发现 相对 常规 籼 粳米 甬 优 杂交米 挥发性 风味 成分 醇类 物质 含量 普遍 低 部分 醛 酯类 物质 含量 高 ； 所有 甬 优 米 样品 苯甲醛 乙酸丁酯 两种 成分 显均 著显 高于 常规 籼 粳米 ； 不同 品种 甬 优 米 之间 挥发性 风味 成分 存在 差异 偏籼型 稻米 挥发性 风味 成分 组成 醛 酯 为主 偏 粳型 米 醛 酮 为主
1,深度学习 南川 页岩 气 含 气量 预测 应用,基于 深度神经网络 含 气量 预测 方法 优选 地震 属性 最优化 求解 方法 选择 合适 隐藏 层 个数 神经元 个数 迭代 次数 建立 预测模型 预测 页岩 含 气量 方法 有效 提高 页岩 含 气量 预测 精度 页岩 气 研究 区 地质 评价 页岩 气 水平井 井位 布署 提供 支撑
0,电气 加工 自动化 控制 设备 任务调度 系统设计,系统 硬件 构成 包括 监控模块 PLC 控制模块 处理器 模块
1,深水 钻井 钻遇 水合物 地层 井壁 稳定性 研究,实际 深水 钻井 过程 选择 水深 更 大 方位 进行 钻探 更 利于 维持 水合物 层 井壁 稳定
0,电气 加工 自动化 控制 设备 任务调度 系统设计,监控模块 主要 负责 电气 加工 自动化 控制 设备 运行 进行 监控 监控 数据 电气 加工 自动化 控制 设备 任务调度 基础 数据 ; PLC 控制模块 主要用于 电气 加工 自动化 控制 设备 进行 控制 模块 选用 PLC 控制器 型号 TICSIMA S7 500 集成 多个 接口 连接 监控主机 模块 结合 网卡 改进 多个 设备 任务 数据 传输速度 ; 处理器 模块 选用 处理器 ARM920T ; 系统 软件 构成 包括 通信模块 任务 调度模块 系统 软件设计 通信模块 主要 Modbus 通信协议 实现 系统 模块 之前 通信 多任务 数据 进行 主 模式 通信 统一 串口 参数 传输模式 进一步提高 任务 数据传输速度 ; 任务 调度模块 能够 实现 电气 加工 自动化 控制 设备 任务调度
1,煤粒 瓦斯 定压 吸附 数学模型 数值解 算,2 种 模拟 实验 数据 对比 分析 发现 数值计算 实验 相吻合 验证 数值模拟 准确性 ; 关键 比例系数 压力 呈现 不同 变化趋势 透气性 系数 压力 呈 负相关 微孔 道 扩散系数 不 压力 改变 ; 证明 新 提出 游离 瓦斯 密度梯度 驱动 扩散 模型 达西定律 更 适合 用来 描述 煤粒 瓦斯 运移 规律
0,电气 加工 自动化 控制 设备 任务调度 系统设计,软硬件 结合 实现 电气 加工 自动化 控制 设备 任务调度
1,牡蛎壳 粉 水体 中镉 离子 吸附 特性 研究,实验 结果表明 常温下 100 mL 浓度 10 μ mL Cd2 金属离子 溶液 加入 2.0 800 ℃ 焙烧 20 min 牡蛎壳 粉末 静置 12 Cd2 金属离子 清除率 达到 88.99
0,石 圪台 选煤厂 煤质 检测 技术 研究 应用,在线 检测 数据 表明 混 煤灰 分 测量误差 ≤ 0.79 精煤 灰分 测量误差 ≤ 0.37 能够 满足 生产要求 在线 检测 系统 应用 能够 起到 稳定 煤质 作用
1,甬 优 系列 籼粳 杂交稻 米 挥发性 风味 成分 分析,以上 结果表明 籼粳 杂交 后 稻米 挥发性 风味 成分 籼 粳 相比 具有 独特 风味 品质特征 甬 优 系列 籼粳 杂交稻 米 具有 独特 风味 物质基础
0,石 圪台 选煤厂 煤质 检测 技术 研究 应用,得出 自动 采样 机 应用 能够 煤质 数据 更加 准确 减少 采制 样 人员编制 弃 样 浪费 避免 煤质 争议 提高 商品 煤 合格率
1,电气 加工 自动化 控制 设备 任务调度 系统设计,现有 系统 存在 多任务 并行 调度 性能 较差 问题 设计 一种 电气 加工 自动化 控制 设备 任务调度 系统
0,结构 信息 约束 三角网 格 模型简化 方法,算法 考虑 三角 面 形状 法向 塌陷 变化 结构变化 信息 量化 二次 误差 度量 组成 复合 塌陷 代 价值 ； 给出 一种 三角 面间 压覆 检测 方法 检测 塌陷 决定 条件 以此 保护 三角 面 形状 三角网 流形 拓扑结构 ； 重新定义 边界点 二次 误差 矩阵 自适应 提升 边界点 所在 塌陷 阈值 实现 简化 过程 对模型 边缘 保护
1,电气 加工 自动化 控制 设备 任务调度 系统设计,进行 系统 性能对比 实验 证明 系统 多任务 并行执行 性能 多任务 并行 调度 性能 优于 现有 系统 很大 推广 空间
0,结构 信息 约束 三角网 格 模型简化 方法,实验 结果表明 该文 方法 得到 简化 三角网 边缘 完整 算法 鲁棒 维护 最佳 三角 面 形状 流形 拓扑结构 有效 改善 重建 三维模型 效果
1,石 圪台 选煤厂 煤质 检测 技术 研究 应用,解决 石 圪台 选煤厂 原煤 中间产品 商品 煤 煤质 检测 过程 采样 代表性 差 检测时间 长 劳动 工作量 大 具有 滞后性 指导 生产 作用 较差 问题 设计 原煤 刮板运输机 自动 采样系统 商品 煤 胶带 输送机 自动 采制 样 系统 分 煤种 在线 检测 系统 利用 机械化 采样 实现 生产过程 全 断面 采样 机械化 采制 样 在线 检测 结合 灰分 仪 能够 实时 显示 煤 灰 分值 选煤厂 能够 及时 掌握 煤质 情况 选煤厂 及时 合理 调整 洗选 参数 配煤 提供 依据
0,编织袋 真空吸盘 系统设计,粉料 自动 投料 装置 研制 过程 采用 真空吸盘 编制 袋 进行 抓取
1,禄劝彝族苗族自治县 农村 生活污水 治理 规划 思考 建议,分析 禄劝县 农村 分布 特点 重点保护 区域 农村 生活污水 治理 现状 提出 禄劝县 目前 水源地 保护 生活污水 治理 问题 上 存在 问题 针对性 提出 治理 建议
0,编织袋 真空吸盘 系统设计,分析 总结 各类 吸盘 抓取 能力 选择 几种 真空吸盘 系统 进行 试验 最终 确定 用于 抓取 编织袋 真空吸盘 系统
1,结构 信息 约束 三角网 格 模型简化 方法,针对 经典 二次 误差 度量 塌陷 网 简化 算法 存在 模型 边缘 缺损 三角 面 形状 拓扑 异常 问题 该文 此基础 上 改进 算法 提出 一种 基于 结构 信息 约束 网 简化 方法
0,网板 成型机 插 丝盒 系统设计,插丝 系统结构 料盒 起到 至关重要 作用 仔细分析 插丝 特点 插丝 过程 设计 4 种 料盒 结构 试验 最终 采用 最优设计
1,编织袋 真空吸盘 系统设计,本套 系统 成功 实现 编织袋 抓取 后续 工作 开展 奠定 基础
0,网板 成型机 插 丝盒 系统设计,插丝 过程 进行 3000 余次 生产试验 网板 成型机 整机 正常 运作 率为 94.30
1,网板 成型机 插 丝盒 系统设计,钢丝网板 加工 工艺过程 设计 一种 自动化 钢丝网板 插丝 机系统
0,网板 成型机 插 丝盒 系统设计,料盒 发生 故障 时 整机 不停 机率 5.37 整机 停机 率为 0.33
